ID,year,author,bad_num,bad_diacritic,bad_sentence_raw,bad_sentence,bad_gloss,bad_translation,good_num,good_diacritic,good_sentence_raw,good_sentence,good_gloss,good_translation,type,phenomenon,phenomenon-2,paradigm
298,2012,kishida & sato,12cii,*,会長が昨日死去をした。,会長が昨日死去をした。,CEO-Nom yesterday death-Acc do-Past,‘The CEO died yesterday.’,12ci,g,会長が昨日死去した。,会長が昨日死去した。,CEO-Nom yesterday death do-Past,‘The CEO died yesterday.’,acceptability,argument structure,,case
299,2012,kishida & sato,14c,*,選手が監督によってコーチに鍛えさせられた。,選手が監督によってコーチに鍛えさせられた。,players-Nom manager-by coach-Dat train-Caus-Pass-Past,‘The players were made to be trained by the coach by the manager.’,14b,g,コーチが監督によって選手を鍛えさせられた。,コーチが監督によって選手を鍛えさせられた。,coach-Nom manager-Dat players-Acc train-Caus-Pass-Past,‘The coach was made to train the players by the manager.’,acceptability,argument structure,,passive
300,2012,kishida & sato,16c,*,だるまが母親によって転ばせられた。,だるまが母親によって転ばせられた。,doll-Nom mother-by tumble-Caus-Pass-Past,‘The doll was made to tumble by his mother.’,16b,(*),子供が母親によって転ばせられた。,子供が母親によって転ばせられた。,child-Nom mother-by tumble-Caus-Pass-Past,‘The child was made to tumble by his mother.’,acceptability,argument structure,,passive
301,2012,kishida & sato,17b,*,子供が母親によって思わず転ばせられた。,子供が母親によって思わず転ばせられた。,child-Nom mother-by unintentionally tumble-Caus-Pass-Past,‘The child was made to tumble unintentionally by his/her mother.’,17a,g,子供が母親によって無理矢理あんな風に転ばせられた。,子供が母親によって無理矢理あんな風に転ばせられた。,child-Nom mother-by forcefully that-way tumble-Caus-Pass-Past,‘The child was forced to tumble that way by his/her mother.’,acceptability,argument structure,,passive
302,2012,kishida & sato,19ci,(*),転び損ねる,だるまが転び損ねた。,,"fail to tumble,’",,,,太郎が転び損ねた。,Taroo-Nom tumble failed,"fail to tumble,’",acceptability,control/raising,,subject control
303,2012,kishida & sato,19cii,(*),倒れ損ねる,ビルが倒れ損ねた。,,‘fail to fall’,,,,太郎が倒れ損ねた。,Taroo-Nom fall failed,‘fail to fall’,acceptability,control/raising,,subject control
304,2012,kishida & sato,25c,*,読みかけの正雄,読みかけの正雄は珍しい。,read-KAKE-Gen Masao,"‘Masao, read halfway’",25b,g,読みかけの雑誌,読みかけの雑誌は珍しい。,read-KAKE-Gen magazine,"‘the magazine, read halfway’",acceptability,nominal structure,argument structure,modifier
305,2012,kishida & sato,26b,*,走りかけのランナー,走りかけのランナーは珍しい。,run-KAKE-Gen runner,"‘the runner, almost running’",,,,走りかけのマラソンは珍しい。,hit-KAKE-Gen runner Nom existed,"‘There was the runner, almost running’",acceptability,nominal structure,argument structure,modifier
306,2012,kishida & sato,29ii,*,建物が壁を自壊した。,建物が壁を自壊した。,building-Nom wall-Acc self-collapse-do-Past,‘The building collapsed its wall.’,29i,g,建物が自壊した。,建物が自壊した。,building-Nom self-collapse-do-Past,‘The building collapsed.’,acceptability,argument structure,,internal argument
307,2012,kishida & sato,30ii,*,ジョンが夕食を自炊した。,ジョンが夕食を自炊した。,John-Nom supper-Acc self-cooking-do-Past,‘John cooked supper for himself.’,30i,g,ジョンが自炊した。,ジョンが自炊した。,John-Nom self-cooking-do-Past,‘John cooked for himself.’,acceptability,argument structure,,internal argument
308,2012,kishida & sato,31aii,*,強い地震のため建物が自壊をした。,強い地震のため建物が自壊をした。,strong earthquake-for building-Nom self-collapse-Acc do-Past,‘The building got collapsed due to a strong earthquake.’,31ai,g,強い地震のため建物が自壊した。,強い地震のため建物が自壊した。,strong earthquake-for building-Nom self-collapse do-Past,‘The building got collapsed due to a strong earthquake.’,acceptability,argument structure,,case
309,2012,kishida & sato,31b,*,家がジョンによって自壊させられた。,家がジョンによって自壊させられた。,house-Nom John-by self-collapse-do-Caus-Pass-Past,‘The house was made to get collapsed by John.’,33b,g,息子がジョンによって自炊させられた。,息子がジョンによって自炊させられた。,son-Nom John-by self-cooking-do-Caus-Pass-Past,‘His son was made to cook for himself by John.’,acceptability,argument structure,,passive
310,2012,kishida & sato,31c,*,建物が自壊し損ねた。,建物が自壊し損ねた。,building-Nom self-collapse-do-fail-Past,‘The building failed to get collapsed.’,33c,g,ジョンは忙しさのため最近自炊し損ねている。,ジョンが自炊し損ねた。,John-Top busyness.for recently self-cooking-do-fail-TEIRU,‘John has been failing to cook for himself recently because of his busyness.’,acceptability,control/raising,,subject control
311,2012,kishida & sato,34a,??,ジョンは立派に自炊した。,ジョンは立派に自炊した。,John-Nom finely self-cooking-do-Past,‘John finely cooked for himself.’,32a,g,建物が粉々に自壊した。,建物は粉々に自壊した。,building-Nom into-pieces self-collapse-do-Past,‘The building collapsed into pieces.’,acceptability,argument structure,,internal argument
312,2012,kishida & sato,34b,??,学生がアパートで3人自炊する。,学生がアパートで3人自炊する。,student-Nom apartment-at three-Cl self-cooking-do,‘Three students cook for themselves.’,,,,学生が3人アパートで自炊する。,student-Nom three-Cl  apartment-at self-cooking-do,‘Three students cook for themselves.’,acceptability,quantifiers,,floating quantifiers
313,2012,kishida & sato,34d,*,自炊しかけのジョン,自炊しかけのジョンは珍しい。,self-cooking-do-KAKE-Gen John,"‘John, half doing his cooking’",32d,g,自壊しかけの建物,自壊しかけの建物は珍しい。,self-collapse-do-KAKE-Gen building,"‘the building, half collapsed’",acceptability,nominal structure,,modifier
314,2012,kishida & sato,36,??,建物が自壊をした。,建物が自壊をした。,Building-Nom self-demolish-Acc did,‘The building self-demolished.’,,,,建物が自壊した。,Building-Nom self-demolish did,‘The building self-demolished.’,acceptability,argument structure,,case
315,2012,kishida & sato,37,??,惑星が自転をしている。,惑星が自転をしている。,Planet-Nom self-rotate-Acc is doing,‘Planets are self-rotating.’,,,,惑星が自転している。,Planet-Nom self-rotate is doing,‘Planets are self-rotating.’,acceptability,argument structure,,case
316,2012,kishida & sato,38a,*,子供がわざとあそこで3人転んで、怪我をした。,子供がわざとあそこで3人転んで、怪我をした。,Child-Nom intentionally there three-Cl tumble-Past kega-o si-ta.,‘Three children intentionally tumbled there and got injured.’,38b,g,子供が地震のせいであそこで3人転んで、怪我をした。,子供が地震であそこで3人転んで、怪我をした。,Child-Nom earthquake.for there three-Cl tumble-Past injury-Acc get-Past,‘Three children tumbled there because of the earthquake and got injured.’,acceptability,quantifiers,,floating quantifiers
317,2013,watanabe,5i,*,太郎は息子医者である。,太郎は息子医者である。,Taro-top son doctor is,"‘As for Taro, his son is a medical doctor.’",5ii,g,太郎は息子が医者である。,太郎は息子が医者である。,Taro-top son-nom doctor is,"‘As for Taro, his son is a medical doctor.’",acceptability,argument structure,,case
318,2013,watanabe,7ai,*,このビルは低さ20メートルある。,このビルは低さ20メートルある。,This building-top shortness 20-meter is,,3ai,g,このビルは高さ20メートルある。,このビルは高さ20メートルある。,This building-top height 20-meter is,‘This building is twenty meters tall.’,acceptability,nominal structure,,measure phrase
319,2013,watanabe,7aii,*,このビルは低さ20メートルである。,このビルは低さ20メートルである。,This building-top shortness 20-meter is,,3aii,g,このビルは高さ20メートルである。,このビルは高さ20メートルである。,This building-top height 20-meter is,‘This building is twenty meters tall.’,acceptability,nominal structure,,measure phrase
320,2013,watanabe,7bi,*,この箱は軽さ2キロある。,この箱は軽さ2キロある。,This box-top lightness 2-kilogram is,,3bi,g,この箱は重さ10キロある。,この箱は重さ2キロある。,This box-top weight 10-kilogram is,‘This box weighs 10 kilograms.’,acceptability,nominal structure,,measure phrase
321,2013,watanabe,7bii,*,この箱は軽さ2キロである。,この箱は軽さ2キロである。,This box-top lightness 2-kilogram is,,3bii,g,この箱は重さ10キロである。,この箱は重さ2キロである。,This box-top weight 10-kilogram is,‘This box weighs 10 kilograms.’,acceptability,nominal structure,,measure phrase
322,2013,watanabe,8aii,*,このビルは10メートルの高さある。,このビルは10メートルの高さある。,This building-top 10-meter-link height is,‘This building is as tall as ten meters.’,8ai,g,このビルは10メートルの高さである。,このビルは10メートルの高さである。,This building-top 10-meter-link height is,‘This building is as tall as ten meters.’,acceptability,nominal structure,,measure phrase
323,2013,watanabe,8bii,*,このビルは10メートルの低さある。,このビルは10メートルの低さある。,This building-top 10-meter-link shortness is,‘This building is as short as ten meters.’,8bi,g,このビルは10メートルの低さである。,このビルは10メートルの低さである。,This building-top 10-meter-link shortness is,‘This building is as short as ten meters.’,acceptability,nominal structure,,measure phrase
324,2013,watanabe,8cii,*,この箱は30グラムの重さある。,この箱は30グラムの重さある。,This box-top 30-gram-link weight is,‘This box is as heavy as thirty grams.’,8ci,g,この箱は30グラムの重さである。,この箱は30グラムの重さである。,This box-top 30-gram-link weight is,‘This box is as heavy as thirty grams.’,acceptability,nominal structure,,measure phrase
325,2013,watanabe,8dii,*,この箱は30グラムの軽さある。,この箱は30グラムの軽さある。,This box-top 30-gram-link lightness is,‘This box is as light as thirty grams.’,8di,g,この箱は30グラムの軽さである。,この箱は30グラムの軽さである。,This box-top 30-gram-link lightness is,‘This box is as light as thirty grams.’,acceptability,nominal structure,,measure phrase
326,2013,watanabe,14aii,*,ジョンは身長ある。,ジョンは身長ある。,John-top height is,‘John is tall.’,14ai,g,ジョンは身長がある。,ジョンは身長がある。,John-top height is,‘John is tall.’,acceptability,morphology,,part of speech
327,2013,watanabe,14bi,*,ジョンは身長である。,ジョンは身長である。,John-top height is,‘John is tall.’,14ai,g,ジョンは身長がある。,ジョンは身長がある。,John-top height is,‘John is tall.’,acceptability,morphology,,part of speech
328,2013,watanabe,14bii,*,ジョンは身長がである。,ジョンは身長がである。,John-top height-nom is,‘John is tall.’,14ai,g,ジョンは身長がある。,ジョンは身長がある。,John-top height is,‘John is tall.’,acceptability,morphology,,part of speech
329,2013,watanabe,18bi,*,ジョンの後ろ2メートルにビルがいる。,ジョンの後ろ2メートルにビルがいる。,John-gen behind 2-meter-loc Bill-nom is,‘Bill is found two meters behind John.’,18bii,g,ジョンの後ろ2メートルのところにビルがいる。,ジョンの後ろ2メートルのところにビルがいる。,John-gen behind 2-meter -link-dim-loc Bill-nom is,‘Bill is found two meters behind John.’,acceptability,nominal structure,,measure phrase
330,2013,watanabe,20bi,*,ジョンは事件の後2時間の時にメアリーに会った。,ジョンは事件の後2時間の時にメアリーに会った。,John-top incident-gen after-loc 2-hour-link-time-loc Mary-dat met,,20ai,g,ジョンは事件の2時間後にメアリーに会った。,ジョンは事件の2時間後にメアリーに会った。,John-top incident-gen 2-hour after-loc Mary-dat met,‘John saw Mary two hours after the incident.’,acceptability,nominal structure,,measure phrase
331,2013,watanabe,21bi,??,ジョンの後ろすぐのところにビルがいる。,ジョンの後ろすぐのところにビルがいる。,John-gen behind right -link-dim-loc Bill-nom is,John-gen behind right -link-dim-loc Bill-nom is,21ai,g,ジョンのすぐ後ろのところにビルがいる。,ジョンのすぐ後ろのところにビルがいる。,John-gen right behind-link-dim-loc Bill-nom is,‘Bill is found right behind John.’,acceptability,nominal structure,,modifier
332,2013,watanabe,27i,*,花子は学生でる。,花子は学生でる。,Hanako-top student-DE-present,Hanako-top student-DE-present,24a,g,花子は学生である。,花子は学生である。,Hanako-top student-is,‘Hanako is a student.’,acceptability,morphology,,inflection
333,2013,watanabe,27ii,*,花子は学生でい。,花子は学生でい。,Hanako-top student-DE-present,Hanako-top student-DE-present,24a,g,花子は学生である。,花子は学生である。,Hanako-top student-is,‘Hanako is a student.’,acceptability,morphology,,inflection
334,2013,watanabe,48ai,*,もしそのビルの高さ20メートルであるならば、…,もしそのビルの高さ20メートルであるならば、太郎は驚くだろう。,if that building-gen height 20-meter pred-is-cond,,48bi,g,もしそのビルの高さが20メートルであるならば、…,もしそのビルの高さが20メートルであるならば、太郎は驚くだろう。,if that building-gen height-nom 20-meter pred-is-cond,"‘If that building is 20 meters tall, …’",acceptability,nominal structure,,measure phrase
335,2013,watanabe,48aii,*,もしそのビルの高さ20メートルあるならば、…,もしそのビルの高さ20メートルあるならば、太郎は驚くだろう。,if that building-gen height 20-meter is-cond,,48bii,g,もしそのビルの高さが20メートルあるならば、…,もしそのビルの高さが20メートルあるならば、太郎は驚くだろう。,if that building-gen height-nom 20-meter is-cond,"‘If that building is 20 meters tall, …’",acceptability,nominal structure,,measure phrase
336,2013,watanabe,65ai,*,そのビルは高さがである。,そのビルは高さがである。,That building-top height-nom pred-is,That building-top height-nom pred-is,,,,そのビルは高さがある。,That building-top height-nom is,‘That building is tall.’,acceptability,morphology,,part of speech
337,2013,watanabe,65b,*,そのビルは高くである。,そのビルは高くである。,That building-top tall pred-is,That building-top tall pred-is,,,,そのビルは高さがある。,That building-top height-nom is,‘That building is tall.’,acceptability,morphology,,part of speech
338,2013,watanabe,84b,*,このビルはあのビルより高さ10メートルある。,このビルはあのビルより高さ10メートルある。,this building-top that building-than height 10-meter is,this building-top that building-than height 10-meter is,84a,g,このビルは高さ10メートルある。,このビルは高さ10メートルある。,this building-top height 10-meter is,‘This building is tall and 10 meters tall.’,acceptability,nominal structure,,measure phrase
339,2013,watanabe,85b,*,このビルはあのビルより10メートル高さある。,このビルはあのビルより10メートル高さある。,this building-top that building-than 10-meetoru height is,this building-top that building-than 10-meetoru height is,85a,(?),このビルはあのビルより10メートル高さがある。,このビルはあのビルより10メートル高さがある。,this building-top that building-than 10-meetoru height-nom is,‘This building is 10 meters taller than that building.’,acceptability,nominal structure,,measure phrase
340,2014,nishigauchi,14ii,*,彼は寒いよ。,彼は寒いよ。,he-Top be cold I-tell-you,He is cold.',14i,g,僕は寒いよ。,僕は寒いよ。,I-Top be cold I-tell-you,I am cold.',acceptability,verbal agreement,,person constraint
341,2014,nishigauchi,15i,*,僕は寒がっているよ。,僕は寒がっているよ。,I-Top cold Evid is I-tell-you,I am (showing sign of being) cold.',15ii,g,彼は寒がっているよ。,彼は寒がっているよ。,He-Top cold Evid is I-tell-you,He is (showing sign of being) cold.',acceptability,verbal agreement,,person constraint
342,2014,nishigauchi,60a,*,学生がアパートを訪ねてくれてきた。,学生がアパートを訪ねてくれてきた。,student-Nom apartment-Acc visit Benefact.-Inf come-Past,‘A student came visiting an apartment for my beneﬁt.’,57i,g,学生がアパートを訪ねてきてくれた。,学生がアパートを訪ねてきてくれた。,student-Nom apartment-Acc visit come Benefact.-Past,‘A student came visiting an apartment for my beneﬁt.’,acceptability,argument structure,,scrambling
343,2014,nishigauchi,60b,*,息子に高い車を買ってしまってやった。,息子に高い車を買ってしまってやった。,son-Dat expensive car-Acc buy Eval. Benefact.-Past,,58,g,息子に高い車を買ってやってしまった。,息子に高い車を買ってやってしまった。,son-Dat expensive car-Acc buy Benefact. Eval.-Past,"‘I bought an expensive car for my son, and I regret it.’",acceptability,argument structure,,scrambling
344,2014,shimoyama,61b,??,最も太郎が面白かった人を取材した。,最も太郎が面白かった人を取材した。,most Taro-NOM funny-COP-PAST person-ACC interviewed,‘Taro interviewed the person who was/had been funniest.’,60b,g,太郎が最も面白かった人を取材した。,太郎が最も面白かった人を取材した。,Taro-NOM most funny-COP-PAST person-ACC interviewed,‘Taro interviewed the person who was/had been funniest.’,acceptability,argument structure,,scrambling
345,2015,sudo,27aii,*,声が大きな。,太郎は声が大きな。,voice-NOM big -ADNOM,‘The voice is loud’,27ai,g,声が大きい。,太郎は声が大きい。,voice-NOM big -PRES,‘The voice is loud’,acceptability,morphology,,inflection
346,2015,sudo,28aii,*,声が綺麗な。,太郎は声が綺麗な。,voice-NOM beautiful-COP.ADNOM,‘The voice is beautiful’,28ai,g,声が綺麗だ。,太郎は声が綺麗だ。,voice-NOM beautiful-COP.FIN,‘The voice is beautiful’,acceptability,morphology,,inflection
347,2015,sudo,28bi,*,綺麗だ声,綺麗だ声が聞こえた。,beautiful-COP.FIN voice,‘a beautiful voice’,28bii,g,綺麗な声,綺麗な声が聞こえた。,beautiful-COP.ADNOM voice,‘a beautiful voice’,acceptability,morphology,,inflection
348,2015,sudo,29ii,*,その粒子は計測可能なとジョンは思っている。,その粒子は計測可能なとジョンは思っている。,[ that particle-TOP measurement possibility -COP.ADNOM C ] (John-TOP think),‘(John thinks that) that particle is measurable’,29i,g,その粒子は計測可能だとジョンは思っている。,その粒子は計測可能だとジョンは思っている。,[ that particle-TOP measurement possibility -COP.FIN C ] (John-TOP think),‘(John thinks that) that particle is measurable’,acceptability,morphology,,inflection
349,2015,sudo,30i,*,それは計測可能だ粒子だ。,それは計測可能だ粒子だ。,that-TOP [ measurement possibility -COP.FIN] particle-COP,‘That is a measurable particle’,30ii,g,それは計測可能な粒子だ。,それは計測可能な粒子だ。,that-TOP [ measurement possibility -COP.ADNOM ] particle-COP,‘That is a measurable particle’,acceptability,morphology,,inflection
350,2015,sudo,31i,*,この粒子はこの機械で計測可能だより小さい。,この粒子はこの機械で計測可能だより小さい。,this particle-TOP [ this machine-with measurement possibility -COP.FIN]-than small,‘This particle is smaller than this machine can measure’,31ii,g,この粒子はこの機械で計測可能なより小さい。,この粒子はこの機械で計測可能なより小さい。,this particle-TOP [ this machine-with measurement possibility -COP.ADNOM]-than small,‘This particle is smaller than this machine can measure’,acceptability,morphology,,inflection
351,2015,sudo,32i,*,この粒子はこの機械で計測可能だ大きさより小さい。,この粒子はこの機械で計測可能だ大きさより小さい。,this particle-TOP [ this machine-with measurement possibility-{COP.FIN size ]-than small,‘This particle is smaller than the size that this machine can measure’,32ii,g,この粒子はこの機械で計測可能な大きさより小さい。,この粒子はこの機械で計測可能な大きさより小さい。,this particle-TOP [ this machine-with measurement possibility-COP.ADNOM size ]-than small,‘This particle is smaller than the size that this machine can measure’,acceptability,morphology,,inflection
352,2015,sudo,41aii,*,ジョンはトムがそれらを食べたことが明らかなよりたくさん芋を食べた。,ジョンはトムがそれらを食べたことが明らかなよりたくさん芋を食べた。,John-TOP [ [ Tom-NOM these-ACC ate fact ]-NOM clear ]-than many potato-ACC ate,‘John ate more potatoes than the potatoes such that the fact that Tom ate them is clear’,41ai,g,ジョンはトムが食べたことが明らかなよりたくさん芋を食べた。,ジョンはトムが食べたことが明らかなよりたくさん芋を食べた。,John-TOP [ [ Tom-NOM ate fact ]-NOM clear ]-than many potato-ACC ate,‘John ate more potatoes than the potatoes such that the fact that Tom ate them is clear’,acceptability,filler-gap,,resumptive pronoun
353,2015,sudo,43bii,*,トムがそれらを食べたことが明らかな芋,トムがそれらを食べたことが明らかな芋は大きかった。,[ [ Tom-NOM these-ACC ate fact ]-NOM clear ] potato,‘The potatoes such that the fact that Tom ate them is clear’,43bi,g,トムが食べたことが明らかな芋,トムが食べたことが明らかな芋は大きかった。,[ [ Tom-NOM ate fact ]-NOM clear ] potato,‘The potatoes such that the fact that Tom ate them is clear’,acceptability,filler-gap,,resumptive pronoun
354,2015,sudo,59b,*,ジョンはそのメアリーより高い指輪を買った。,ジョンはそのメアリーより高い指輪を買った。,John-TOP that [ Mary ]-than expensive ring-ACC bought,‘(intended) John bought that ring more expensive than Mary did’,59a,g,ジョンはメアリーより高い指輪を買った。,ジョンはメアリーより高い指輪を買った。,John-TOP [ Mary ]-than expensive ring-ACC bought,‘John bought a ring more expensive than Mary did’,acceptability,island effects,,specificity island
355,2015,sudo,62,?*,ジョンはメアリーが雇わなかったより賢い人を見つけた。,ジョンはメアリーが雇わなかったより賢い人を見つけた。,John-TOP [ Mary-NOM hire-neg-past ]-than smart person-ACC found,‘*John found a smarter person than Mary did not hire’,7b,g,ジョンはメアリーが雇ったより賢い人を見つけた。,ジョンはメアリーが雇ったより賢い人を見つけた。,John-TOP [ Mary-NOM hired ]-than smart person-ACC found,‘John found a smarter person than Mary hired’,acceptability,island effects,,negative island
356,2015,sudo,75a,*,ジョンはとても賢いが、メアリーの期待したではない。,ジョンはとても賢いが、メアリーの期待したではない。,"John-TOP very smart but, Mary-GEN expected COP-TOP NEG",‘(intended) John is very smart but does not have the smartness that Mary expected’,,,,ジョンはとても賢いが、メアリーの期待した賢さではない。,"John-TOP very smart but, Mary-GEN expected smartness COP-TOP NEG",‘(intended) John is very smart but does not have the smartness that Mary expected’,acceptability,ellipsis,,nominal ellipsis
357,2015,sudo,75b,*,ジョンは本を読まなかったが、メアリーはビルが書いたを読んだ。,ジョンは本を読まなかったが、メアリーはビルが書いたを読んだ。,"John-TOP book-ACC read-neg-past but, Mary-TOP Bill-NOM wrote read","‘(intended) John didn’t read a book, but Mary read a book that Bill wrote’",,,,ジョンは本を読まなかったが、メアリーはビルが書いた本を読んだ。,"John-TOP book-ACC read-neg-past but, Mary-TOP Bill-NOM wrote book-ACC read","‘(intended) John didn’t read a book, but Mary read a book that Bill wrote’",acceptability,ellipsis,,nominal ellipsis
358,2015,shibata,28a,*,ジョンがもし何も盗んだら、逮捕されるだろう。,ジョンがもし何も盗んだら、逮捕されるだろう。,John-NOM if what-MO steal-COND arrest-PASS be.will.,"‘If John steals anything, he will be arrested.’",,,,ジョンがもし何か盗んだら、逮捕されるだろう。,,,acceptability,NPI licensing,,NCI
359,2015,shibata,28e,?*,僕はジョンが誰も尊敬していると言わなかった。,僕はジョンが誰も尊敬していると言わなかった。,I-TOP John-NOM who-MO admire C say-NEG-PAST,‘I didn’t say that John admired anyone.’,,,,僕はジョンが誰も尊敬していないと言った。,,,acceptability,NPI licensing,,NCI
360,2015,shibata,53ci,*,ジョンは寿司を食べにみた。,ジョンは寿司を食べにみた。,John-TOP sushi-ACC eat-ASP see-PAST,John-TOP sushi-ACC eat-ASP see-PAST,53a,g,ジョンは寿司を食べてみた。,ジョンは寿司を食べてみた。,John-TOP sushi-ACC eat-ASP see-PAST,‘John tried eating sushi.’,acceptability,argument structure,,aspect
361,2015,shibata,53cii,*,ジョンは寿司を食べにもみた。,ジョンは寿司を食べにもみた。,John-TOP sushi-ACC eat-ASP-also see-PAST,John-TOP sushi-ACC eat-ASP-also see-PAST,53b,g,ジョンは寿司を食べてもみた。,ジョンは寿司を食べてもみた。,John-TOP sushi-ACC eat-ASP-also see-PAST,‘John tried also eating sushi.’,acceptability,argument structure,,aspect
362,2015,shibata,66,??,太郎が学校でみんなをみんな見た。,太郎が学校でみんなをみんな見た。,Taro-NOM school-at everyone-ACC-everyone see-PAST,‘Taro saw everyone at the school.’,67e,g,太郎が学校でみんなをみんな見たわけではない。,太郎が学校でみんなをみんな見たわけではない。,Taro-NOM school-at everyone-ACC-everyone see-PAST reason COP-TOP NEG-PRES,‘It is not the case that Taro saw everyone at the school.’,acceptability,quantifiers,,universal quantifiers
363,2015,shibata,67b,*,みんながみんな大学へ行かない。,みんながみんな大学へ行かない。,everyone-NOM-everyone university-to go-NEG-PRES,‘Everyone does not go to a university.’,,,,みんながみんな大学へ行くわけではない。,everyone-NOM-everyone university-to go-PRES reason COP-TOP NEG-PRES,‘It is not the case that everyone goes to a university.’,acceptability,quantifiers,,universal quantifiers
364,2015,shibata,67c,*,太郎が学校でほとんどみんなをみんな見たわけではない。,太郎が学校でほとんどみんなをみんな見たわけではない。,Taro-NOM school-at almost everyone-ACC-everyone see-PAST reason COP-TOP NEG-PRES,‘It is not the case that Taro saw almost everyone at the school.’,67e,g,太郎が学校でみんなをみんな見たわけではない。,太郎が学校でみんなをみんな見たわけではない。,Taro-NOM school-at everyone-ACC-everyone see-PAST reason COP-TOP NEG-PRES,‘It is not the case that Taro saw everyone at the school.’,acceptability,quantifiers,,universal quantifiers
365,2015,shibata,68,*,太郎が学校でみんなをみんな見なかった。,太郎が学校でみんなをみんな見なかった。,Taro-NOM school-at everyone-ACC-everyone see-NEG-PAST,‘Taro didn’t see everyone at the school.’,,,,太郎が学校で誰も見なかった。,Taro-NOM school-at who-MO see-NEG-PAST,‘Taro didn’t see anyone at the school.’,acceptability,quantifiers,,universal quantifiers
366,2015,shibata,83bi,*,何太郎は買ったの？,何太郎は買ったの？,what Taro-TOP buy-PAST Q,‘What did Taro buy?’,83bii,g,何を太郎は買ったの？,何を太郎は買ったの？,what-ACC Taro-TOP buy-PAST Q,‘What did Taro buy?’,acceptability,argument structure,,case
